"Time","409216A","409216A"
"and",100.00,2000.00
"Date","Water Level (m)","Rainfall (mm)"
"","Mean","Total"
09:00:00 11/04/2011,     124.766,         0.6
09:00:00 12/04/2011,     124.793,         3.6
09:00:00 13/04/2011,     124.812,         3.4
09:00:00 14/04/2011,     124.849,         0.0
09:00:00 15/04/2011,     124.864,         0.0
09:00:00 16/04/2011,     124.861,         0.0
09:00:00 17/04/2011,     124.831,         0.0
09:00:00 18/04/2011,     124.779,         0.0
09:00:00 19/04/2011,     124.738,         0.0
09:00:00 20/04/2011,     124.715,         0.2
09:00:00 21/04/2011,     124.699,         1.8
09:00:00 22/04/2011,     124.688,         0.0
09:00:00 23/04/2011,     124.683,         0.0
09:00:00 24/04/2011,     124.687,         0.2
09:00:00 25/04/2011,     124.686,         0.0
09:00:00 26/04/2011,     124.681,         0.0
09:00:00 27/04/2011,     124.666,         0.0
09:00:00 28/04/2011,     124.621,         0.0
09:00:00 29/04/2011,     124.550,         0.0
09:00:00 30/04/2011,     124.468,         0.0
09:00:00 01/05/2011,     124.378,         0.0
09:00:00 02/05/2011,     124.273,         0.0
09:00:00 03/05/2011,     124.210,         0.0
09:00:00 04/05/2011,     124.177,         0.0
09:00:00 05/05/2011,     124.127,         0.0
09:00:00 06/05/2011,     124.063,         0.0
09:00:00 07/05/2011,     123.999,         0.0
09:00:00 08/05/2011,     123.957,         0.0
09:00:00 09/05/2011,     123.947,         0.0
09:00:00 10/05/2011,     123.956,         0.0
09:00:00 11/05/2011,     123.944,         1.6
09:00:00 12/05/2011,     123.920,         0.2
09:00:00 13/05/2011,     123.895,         2.2
09:00:00 14/05/2011,     123.790,         0.2
09:00:00 15/05/2011,     123.720,         0.0
09:00:00 16/05/2011,     123.688,         0.0
09:00:00 17/05/2011,     123.680,         0.0
09:00:00 18/05/2011,     123.671,         0.0
09:00:00 19/05/2011,     123.650,         0.0
09:00:00 20/05/2011,     123.612,         0.0
09:00:00 21/05/2011,     123.540,         0.0
09:00:00 22/05/2011,     123.430,         0.0
09:00:00 23/05/2011,     123.297,          16
09:00:00 24/05/2011,     123.120,         1.4
09:00:00 25/05/2011,     122.929,         0.2
09:00:00 26/05/2011,     122.745,         0.0
09:00:00 27/05/2011,     122.565,         0.0
09:00:00 28/05/2011,     122.411,         0.0
09:00:00 29/05/2011,     122.303,         0.2
09:00:00 30/05/2011,     122.256,         0.2
09:00:00 31/05/2011,     122.234,         0.0
09:00:00 01/06/2011,     122.220,         0.0
09:00:00 02/06/2011,     122.221,         0.0
09:00:00 03/06/2011,     122.215,         0.0
09:00:00 04/06/2011,     122.207,          11
09:00:00 05/06/2011,     122.207,         0.0
09:00:00 06/06/2011,     122.207,         1.4
09:00:00 07/06/2011,     122.207,         0.0
09:00:00 08/06/2011,     122.207,         4.8
09:00:00 09/06/2011,     122.207,         0.0
09:00:00 10/06/2011,     122.194,         0.0
09:00:00 11/06/2011,     122.159,         0.0
09:00:00 12/06/2011,     122.137,         0.0
09:00:00 13/06/2011,     122.148,         0.0
09:00:00 14/06/2011,     122.157,         0.0
09:00:00 15/06/2011,     122.160,         0.0
09:00:00 16/06/2011,     122.141,         0.0
09:00:00 17/06/2011,     122.031,         0.6
09:00:00 18/06/2011,     121.903,         0.0
09:00:00 19/06/2011,     121.858,         0.0
09:00:00 20/06/2011,     121.868,         2.0
09:00:00 21/06/2011,     121.904,         6.6
09:00:00 22/06/2011,     121.993,         0.0
09:00:00 23/06/2011,     122.029,         0.2
09:00:00 24/06/2011,     122.028,         0.0
09:00:00 25/06/2011,     122.062,         0.4
09:00:00 26/06/2011,     122.064,         0.4
09:00:00 27/06/2011,     122.077,         0.0
09:00:00 28/06/2011,     122.111,         0.0
09:00:00 29/06/2011,     122.151,         0.0
09:00:00 30/06/2011,     122.181,         0.0
09:00:00 01/07/2011,     122.194,         0.0
09:00:00 02/07/2011,     122.198,         0.0
09:00:00 03/07/2011,     122.203,         0.0
09:00:00 04/07/2011,     122.189,          13
09:00:00 05/07/2011,     122.144,         1.4
09:00:00 06/07/2011,     122.097,         0.2
09:00:00 07/07/2011,     122.068,         0.8
09:00:00 08/07/2011,     122.041,         0.0
09:00:00 09/07/2011,     122.015,         0.6
09:00:00 10/07/2011,     122.057,         0.0
09:00:00 11/07/2011,     122.204,         4.2
09:00:00 12/07/2011,     122.416,         0.0
09:00:00 13/07/2011,     122.642,         0.0
09:00:00 14/07/2011,     122.835,         0.4
09:00:00 15/07/2011,     122.984,         0.2
09:00:00 16/07/2011,     123.108,         0.0
09:00:00 17/07/2011,     123.224,         0.0
09:00:00 18/07/2011,     123.344,         8.0
09:00:00 19/07/2011,     123.458,         0.2
09:00:00 20/07/2011,     123.559,         0.2
09:00:00 21/07/2011,     123.660,         0.0
09:00:00 22/07/2011,     123.758,         0.0
09:00:00 23/07/2011,     123.865,         0.0
09:00:00 24/07/2011,     123.969,         0.4
09:00:00 25/07/2011,     124.097,         8.8
09:00:00 26/07/2011,     124.167,         2.2
09:00:00 27/07/2011,     124.206,         0.2
09:00:00 28/07/2011,     124.285,         0.0
09:00:00 29/07/2011,     124.387,         0.0
09:00:00 30/07/2011,     124.479,         0.0
09:00:00 31/07/2011,     124.531,         0.2
09:00:00 01/08/2011,     124.557,         0.0
09:00:00 02/08/2011,     124.568,         0.0
09:00:00 03/08/2011,     124.581,         0.0
09:00:00 04/08/2011,     124.592,         0.0
09:00:00 05/08/2011,     124.602,         0.0
09:00:00 06/08/2011,     124.612,          11
09:00:00 07/08/2011,     124.629,         7.2
09:00:00 08/08/2011,     124.644,         1.4
09:00:00 09/08/2011,     124.671,         0.2
09:00:00 10/08/2011,     124.716,         1.6
09:00:00 11/08/2011,     124.743,         0.8
09:00:00 12/08/2011,     124.754,         0.0
09:00:00 13/08/2011,     124.757,         0.0
09:00:00 14/08/2011,     124.729,         0.2
09:00:00 15/08/2011,     124.707,         0.0
09:00:00 16/08/2011,     124.716,         0.6
09:00:00 17/08/2011,     124.751,         5.8
09:00:00 18/08/2011,     124.719,          20
09:00:00 19/08/2011,     124.669,         0.4
09:00:00 20/08/2011,     124.685,         0.0
09:00:00 21/08/2011,     124.679,         0.2
09:00:00 22/08/2011,     124.734,         0.0
09:00:00 23/08/2011,     124.804,         0.0
09:00:00 24/08/2011,     124.839,         0.0
09:00:00 25/08/2011,     124.831,         0.0
09:00:00 26/08/2011,     124.820,         0.0
09:00:00 27/08/2011,     124.836,         0.0
09:00:00 28/08/2011,     124.840,         0.0
09:00:00 29/08/2011,     124.835,         0.0
09:00:00 30/08/2011,     124.802,         0.0
09:00:00 31/08/2011,     124.807,         0.0
09:00:00 01/09/2011,     124.816,         0.0
09:00:00 02/09/2011,     124.817,         0.0
09:00:00 03/09/2011,     124.793,         0.0
09:00:00 04/09/2011,     124.754,         0.0
09:00:00 05/09/2011,     124.724,         0.2
09:00:00 06/09/2011,     124.732,         4.4
09:00:00 07/09/2011,     124.740,         0.4
09:00:00 08/09/2011,     124.775,         0.0
09:00:00 09/09/2011,     124.802,         0.0
09:00:00 10/09/2011,     124.829,         0.0
09:00:00 11/09/2011,     124.870,         0.0
09:00:00 12/09/2011,     124.892,         0.4
09:00:00 13/09/2011,     124.901,         0.0
09:00:00 14/09/2011,     124.882,         0.0
09:00:00 15/09/2011,     124.815,         0.0
09:00:00 16/09/2011,     124.752,         0.0
09:00:00 17/09/2011,     124.718,         0.0
09:00:00 18/09/2011,     124.713,         0.0
09:00:00 19/09/2011,     124.729,         0.0
09:00:00 20/09/2011,     124.748,         1.8
09:00:00 21/09/2011,     124.783,         0.8
09:00:00 22/09/2011,     124.841,         0.0
09:00:00 23/09/2011,     124.865,         0.0
09:00:00 24/09/2011,     124.869,         0.0
09:00:00 25/09/2011,     124.893,         0.0
09:00:00 26/09/2011,     124.890,         0.0
09:00:00 27/09/2011,     124.885,         0.0
09:00:00 28/09/2011,     124.877,         0.0
09:00:00 29/09/2011,     124.846,          29
09:00:00 30/09/2011,     124.760,         6.2
09:00:00 01/10/2011,     124.730,         2.4
09:00:00 02/10/2011,     124.761,         4.0
09:00:00 03/10/2011,     124.733,         0.0
09:00:00 04/10/2011,     124.712,         0.0
09:00:00 05/10/2011,     124.721,         0.0
09:00:00 06/10/2011,     124.732,         0.0
09:00:00 07/10/2011,     124.751,         0.0
09:00:00 08/10/2011,     124.772,         0.0
09:00:00 09/10/2011,     124.783,         1.0
09:00:00 10/10/2011,     124.795,         0.0
09:00:00 11/10/2011,     124.808,         0.0
09:00:00 12/10/2011,     124.809,         0.0
09:00:00 13/10/2011,     124.813,         0.0
09:00:00 14/10/2011,     124.815,         0.0
09:00:00 15/10/2011,     124.805,         0.0
09:00:00 16/10/2011,     124.749,         0.0
09:00:00 17/10/2011,     124.712,         0.0
09:00:00 18/10/2011,     124.718,         0.0
09:00:00 19/10/2011,     124.718,         0.0
09:00:00 20/10/2011,     124.709,         0.0
09:00:00 21/10/2011,     124.705,         0.0
09:00:00 22/10/2011,     124.721,         0.0
09:00:00 23/10/2011,     124.746,         0.0
09:00:00 24/10/2011,     124.778,         0.0
09:00:00 25/10/2011,     124.804,         8.6
09:00:00 26/10/2011,     124.847,         0.0
09:00:00 27/10/2011,     124.859,         0.0
09:00:00 28/10/2011,     124.866,         0.0
09:00:00 29/10/2011,     124.866,         2.8
09:00:00 30/10/2011,     124.847,         0.6
09:00:00 31/10/2011,     124.835,         0.0
09:00:00 01/11/2011,     124.831,         0.0
09:00:00 02/11/2011,     124.803,         0.0
09:00:00 03/11/2011,     124.771,         0.0
09:00:00 04/11/2011,     124.736,         0.0
09:00:00 05/11/2011,     124.715,         0.0
09:00:00 06/11/2011,     124.706,         0.0
09:00:00 07/11/2011,     124.717,         0.2
09:00:00 08/11/2011,     124.763,         0.0
09:00:00 09/11/2011,     124.779,         0.6
09:00:00 10/11/2011,     124.786,          44
09:00:00 11/11/2011,     124.820,         0.0
09:00:00 12/11/2011,     124.828,         0.0
09:00:00 13/11/2011,     124.846,         0.0
09:00:00 14/11/2011,     124.859,         0.0
09:00:00 15/11/2011,     124.829,         0.0
09:00:00 16/11/2011,     124.802,         0.0
09:00:00 17/11/2011,     124.768,         0.0
09:00:00 18/11/2011,     124.752,         0.0
09:00:00 19/11/2011,     124.753,         0.0
09:00:00 20/11/2011,     124.761,         3.2
09:00:00 21/11/2011,     124.755,         1.0
09:00:00 22/11/2011,     124.763,         0.0
09:00:00 23/11/2011,     124.751,         0.0
09:00:00 24/11/2011,     124.740,         0.0
09:00:00 25/11/2011,     124.734,          16
09:00:00 26/11/2011,     124.770,         3.6
09:00:00 27/11/2011,     124.797,         6.0
09:00:00 28/11/2011,     124.824,         0.0
09:00:00 29/11/2011,     124.811,         0.0
09:00:00 30/11/2011,     124.810,         0.0
09:00:00 01/12/2011,     124.818,         1.2
09:00:00 02/12/2011,     124.812,         0.0
09:00:00 03/12/2011,     124.790,         0.0
09:00:00 04/12/2011,     124.739,         0.0
09:00:00 05/12/2011,     124.724,         0.0
09:00:00 06/12/2011,     124.718,         0.0
09:00:00 07/12/2011,     124.711,         0.0
09:00:00 08/12/2011,     124.706,         0.0
09:00:00 09/12/2011,     124.703,         0.0
09:00:00 10/12/2011,     124.690,         0.0
09:00:00 11/12/2011,     124.715,          13
09:00:00 12/12/2011,     124.725,         0.0
09:00:00 13/12/2011,     124.741,         0.0
09:00:00 14/12/2011,     124.758,         0.0
09:00:00 15/12/2011,     124.770,         0.0
09:00:00 16/12/2011,     124.764,         0.0
09:00:00 17/12/2011,     124.751,         0.0
09:00:00 18/12/2011,     124.738,         0.0
09:00:00 19/12/2011,     124.734,         7.4
09:00:00 20/12/2011,     124.703,         0.0
09:00:00 21/12/2011,     124.687,         0.0
09:00:00 22/12/2011,     124.682,         0.0
09:00:00 23/12/2011,     124.685,         0.0
09:00:00 24/12/2011,     124.709,         0.0
09:00:00 25/12/2011,     124.750,         5.8
09:00:00 26/12/2011,     124.800,          17
09:00:00 27/12/2011,     124.800,         0.0
09:00:00 28/12/2011,     124.811,         0.0
09:00:00 29/12/2011,     124.825,         0.0
09:00:00 30/12/2011,     124.830,         0.0
09:00:00 31/12/2011,     124.812,         0.0
09:00:00 01/01/2012,     124.783,         0.0
09:00:00 02/01/2012,     124.755,         0.0
09:00:00 03/01/2012,     124.728,         0.0
09:00:00 04/01/2012,     124.706,         0.0
09:00:00 05/01/2012,     124.692,         2.0
09:00:00 06/01/2012,     124.706,         0.0
09:00:00 07/01/2012,     124.755,         0.0
09:00:00 08/01/2012,     124.806,         5.0
09:00:00 09/01/2012,     124.867,         7.6
09:00:00 10/01/2012,     124.923,         0.0
09:00:00 11/01/2012,     124.928,         0.0
09:00:00 12/01/2012,     124.931,         0.0
09:00:00 13/01/2012,     124.943,         0.0
09:00:00 14/01/2012,     124.904,         0.0
09:00:00 15/01/2012,     124.880,         0.0
09:00:00 16/01/2012,     124.855,         0.0
09:00:00 17/01/2012,     124.814,         0.0
09:00:00 18/01/2012,     124.777,         0.0
09:00:00 19/01/2012,     124.760,         0.6
09:00:00 20/01/2012,     124.755,         0.0
09:00:00 21/01/2012,     124.760,         0.0
09:00:00 22/01/2012,     124.789,         0.0
09:00:00 23/01/2012,     124.803,         0.0
09:00:00 24/01/2012,     124.807,         0.0
09:00:00 25/01/2012,     124.800,         0.0
09:00:00 26/01/2012,     124.787,         0.0
09:00:00 27/01/2012,     124.768,         0.0
09:00:00 28/01/2012,     124.761,         0.0
09:00:00 29/01/2012,     124.764,         0.0
09:00:00 30/01/2012,     124.793,          26
09:00:00 31/01/2012,     124.826,         3.0
09:00:00 01/02/2012,     124.865,         0.0
09:00:00 02/02/2012,     124.892,         0.0
09:00:00 03/02/2012,     124.874,         0.0
09:00:00 04/02/2012,     124.873,         0.0
09:00:00 05/02/2012,     124.872,         0.0
09:00:00 06/02/2012,     124.839,         0.0
09:00:00 07/02/2012,     124.821,         0.0
09:00:00 08/02/2012,     124.797,         0.0
09:00:00 09/02/2012,     124.779,         0.0
09:00:00 10/02/2012,     124.752,         0.0
09:00:00 11/02/2012,     124.711,         0.0
09:00:00 12/02/2012,     124.685,         0.0
09:00:00 13/02/2012,     124.687,         0.0
09:00:00 14/02/2012,     124.699,         0.0
09:00:00 15/02/2012,     124.711,         0.0
09:00:00 16/02/2012,     124.723,         0.0
09:00:00 17/02/2012,     124.729,         2.8
09:00:00 18/02/2012,     124.729,         0.0
09:00:00 19/02/2012,     124.742,         0.0
09:00:00 20/02/2012,     124.771,         0.0
09:00:00 21/02/2012,     124.837,         5.6
09:00:00 22/02/2012,     124.884,         0.0
09:00:00 23/02/2012,     124.909,         0.0
09:00:00 24/02/2012,     124.913,         0.0
09:00:00 25/02/2012,     124.903,         0.0
09:00:00 26/02/2012,     124.876,         0.0
09:00:00 27/02/2012,     124.851,          14
09:00:00 28/02/2012,     124.839,         120
09:00:00 29/02/2012,     124.936,         0.2
09:00:00 01/03/2012,     125.010,          94
09:00:00 02/03/2012,     125.007,          18
09:00:00 03/03/2012,     124.923,         4.0
09:00:00 04/03/2012,     124.871,          40
09:00:00 05/03/2012,     124.820,         0.2
09:00:00 06/03/2012,     124.775,         0.0
09:00:00 07/03/2012,     124.769,         0.0
09:00:00 08/03/2012,     124.767,         0.0
09:00:00 09/03/2012,     124.760,         0.0
09:00:00 10/03/2012,     124.784,         0.0
09:00:00 11/03/2012,     124.783,         0.0
09:00:00 12/03/2012,     124.796,         0.0
09:00:00 13/03/2012,     124.802,         0.0
09:00:00 14/03/2012,     124.782,         0.0
09:00:00 15/03/2012,     124.773,         0.0
09:00:00 16/03/2012,     124.735,          26
09:00:00 17/03/2012,     124.717,          12
09:00:00 18/03/2012,     124.707,         0.2
09:00:00 19/03/2012,     124.729,         0.0
09:00:00 20/03/2012,     124.769,         0.0
09:00:00 21/03/2012,     124.803,         0.0
09:00:00 22/03/2012,     124.792,         0.0
09:00:00 23/03/2012,     124.763,         0.0
09:00:00 24/03/2012,     124.710,         0.0
09:00:00 25/03/2012,     124.684,         0.0
09:00:00 26/03/2012,     124.658,         0.0
09:00:00 27/03/2012,     124.656,         0.0
09:00:00 28/03/2012,     124.674,         0.0
09:00:00 29/03/2012,     124.697,         0.0
09:00:00 30/03/2012,     124.708,         0.0
09:00:00 31/03/2012,     124.708,         0.0
09:00:00 01/04/2012,     124.712,         0.0
09:00:00 02/04/2012,     124.729,         0.0
09:00:00 03/04/2012,     124.765,         0.0
09:00:00 04/04/2012,     124.774,         0.0
09:00:00 05/04/2012,     124.781,         0.0
09:00:00 06/04/2012,     124.785,         0.0
09:00:00 07/04/2012,     124.778,         0.0
09:00:00 08/04/2012,     124.802,         0.0
09:00:00 09/04/2012,     124.818,         0.0
09:00:00 10/04/2012,     124.814,         0.0
09:00:00 11/04/2012,     124.811,         0.0
09:00:00 12/04/2012,     124.791,         0.0
09:00:00 13/04/2012,     124.776,         0.0
09:00:00 14/04/2012,     124.757,         0.0
09:00:00 15/04/2012,     124.730,         0.0
09:00:00 16/04/2012,     124.710,         0.0
09:00:00 17/04/2012,     124.709,         0.0
09:00:00 18/04/2012,     124.719,         0.0
09:00:00 19/04/2012,     124.730,         3.0
09:00:00 20/04/2012,     124.755,         4.0
09:00:00 21/04/2012,     124.782,         0.0
09:00:00 22/04/2012,     124.814,         8.0
09:00:00 23/04/2012,     124.843,         3.0
09:00:00 24/04/2012,     124.836,         0.0
09:00:00 25/04/2012,     124.802,         4.4
09:00:00 26/04/2012,     124.752,         0.0
09:00:00 27/04/2012,     124.725,         0.0
09:00:00 28/04/2012,     124.698,         0.0
09:00:00 29/04/2012,     124.678,         0.0
09:00:00 30/04/2012,     124.675,         0.0
09:00:00 01/05/2012,     124.674,         0.0
09:00:00 02/05/2012,     124.668,         0.4
09:00:00 03/05/2012,     124.650,         0.4
09:00:00 04/05/2012,     124.654,         0.0
09:00:00 05/05/2012,     124.644,         0.0
09:00:00 06/05/2012,     124.629,         0.2
09:00:00 07/05/2012,     124.634,         0.0
09:00:00 08/05/2012,     124.648,         0.0
09:00:00 09/05/2012,     124.654,         0.0
09:00:00 10/05/2012,     124.657,         0.4
09:00:00 11/05/2012,     124.655,         0.0
09:00:00 12/05/2012,     124.643,         0.0
09:00:00 13/05/2012,     124.623,         0.0
09:00:00 14/05/2012,     124.606,         0.2
09:00:00 15/05/2012,     124.635,         0.2
09:00:00 16/05/2012,     124.688,         0.0
09:00:00 17/05/2012,     124.738,         0.0
09:00:00 18/05/2012,     124.767,         0.0
09:00:00 19/05/2012,     124.786,         0.0
09:00:00 20/05/2012,     124.792,         0.0
09:00:00 21/05/2012,     124.792,         0.0
09:00:00 22/05/2012,     124.785,         0.0
09:00:00 23/05/2012,     124.776,         0.0
09:00:00 24/05/2012,     124.761,         0.0
09:00:00 25/05/2012,     124.756,         7.4
09:00:00 26/05/2012,     124.728,         3.4
09:00:00 27/05/2012,     124.725,         1.2
09:00:00 28/05/2012,     124.718,         0.0
09:00:00 29/05/2012,     124.736,         0.0
09:00:00 30/05/2012,     124.750,         0.2
09:00:00 31/05/2012,     124.756,         0.2
09:00:00 01/06/2012,     124.750,         0.0
09:00:00 02/06/2012,     124.736,         0.2
09:00:00 03/06/2012,     124.721,         0.0
09:00:00 04/06/2012,     124.712,         0.2
09:00:00 05/06/2012,     124.702,         5.6
09:00:00 06/06/2012,     124.700,         0.0
09:00:00 07/06/2012,     124.694,         0.0
09:00:00 08/06/2012,     124.682,         0.0
09:00:00 09/06/2012,     124.672,         0.2
09:00:00 10/06/2012,     124.673,         0.0
09:00:00 11/06/2012,     124.694,         0.2
09:00:00 12/06/2012,     124.727,         0.0
09:00:00 13/06/2012,     124.753,         0.0
09:00:00 14/06/2012,     124.773,         0.0
09:00:00 15/06/2012,     124.788,         0.2
09:00:00 16/06/2012,     124.805,         0.0
09:00:00 17/06/2012,     124.813,         0.0
09:00:00 18/06/2012,     124.802,         0.0
09:00:00 19/06/2012,     124.794,         0.6
09:00:00 20/06/2012,     124.785,         0.2
09:00:00 21/06/2012,     124.794,         1.0
09:00:00 22/06/2012,     124.808,         1.4
09:00:00 23/06/2012,     124.806,         0.4
09:00:00 24/06/2012,     124.778,         0.2
09:00:00 25/06/2012,     124.740,         0.0
09:00:00 26/06/2012,     124.734,         0.2
09:00:00 27/06/2012,     124.745,         0.0
09:00:00 28/06/2012,     124.748,         0.0
09:00:00 29/06/2012,     124.748,         0.0
09:00:00 30/06/2012,     124.739,         1.8
09:00:00 01/07/2012,     124.736,         1.6
09:00:00 02/07/2012,     124.724,         0.8
09:00:00 03/07/2012,     124.724,         0.0
09:00:00 04/07/2012,     124.722,         0.0
09:00:00 05/07/2012,     124.723,         0.2
09:00:00 06/07/2012,     124.723,         0.0
09:00:00 07/07/2012,     124.722,         0.2
09:00:00 08/07/2012,     124.722,         0.0
09:00:00 09/07/2012,     124.720,         0.0
09:00:00 10/07/2012,     124.709,          10
09:00:00 11/07/2012,     124.702,          17
09:00:00 12/07/2012,     124.664,         0.0
09:00:00 13/07/2012,     124.646,         8.4
09:00:00 14/07/2012,     124.640,         0.4
09:00:00 15/07/2012,     124.643,         4.0
09:00:00 16/07/2012,     124.682,         0.0
09:00:00 17/07/2012,     124.699,         0.0
09:00:00 18/07/2012,     124.703,         0.0
09:00:00 19/07/2012,     124.715,         1.0
09:00:00 20/07/2012,     124.737,         0.0
09:00:00 21/07/2012,     124.769,         0.2
09:00:00 22/07/2012,     124.810,         0.0
09:00:00 23/07/2012,     124.819,         0.2
09:00:00 24/07/2012,     124.786,         0.2
09:00:00 25/07/2012,     124.747,         0.0
09:00:00 26/07/2012,     124.731,         2.8
09:00:00 27/07/2012,     124.719,         4.0
09:00:00 28/07/2012,     124.714,         4.4
09:00:00 29/07/2012,     124.701,         0.2
09:00:00 30/07/2012,     124.692,         0.2
09:00:00 31/07/2012,     124.697,         0.0
09:00:00 01/08/2012,     124.709,         0.0
09:00:00 02/08/2012,     124.723,         0.2
09:00:00 03/08/2012,     124.732,         0.0
09:00:00 04/08/2012,     124.725,         0.0
09:00:00 05/08/2012,     124.715,         0.8
09:00:00 06/08/2012,     124.690,         0.6
09:00:00 07/08/2012,     124.688,         0.0
09:00:00 08/08/2012,     124.695,         0.0
09:00:00 09/08/2012,     124.698,         7.0
09:00:00 10/08/2012,     124.699,         1.8
09:00:00 11/08/2012,     124.705,         0.2
09:00:00 12/08/2012,     124.713,         0.0
09:00:00 13/08/2012,     124.726,         0.0
09:00:00 14/08/2012,     124.748,         0.0
09:00:00 15/08/2012,     124.766,         1.0
09:00:00 16/08/2012,     124.766,         0.4
09:00:00 17/08/2012,     124.748,         5.8
09:00:00 18/08/2012,     124.722,         8.6
09:00:00 19/08/2012,     124.697,         0.0
09:00:00 20/08/2012,     124.701,         0.0
09:00:00 21/08/2012,     124.645,         0.0
09:00:00 22/08/2012,     124.609,         0.0
09:00:00 23/08/2012,     124.647,         0.2
09:00:00 24/08/2012,     124.685,         6.2
09:00:00 25/08/2012,     124.690,         0.6
09:00:00 26/08/2012,     124.691,         0.2
09:00:00 27/08/2012,     124.689,         0.0
09:00:00 28/08/2012,     124.703,         0.0
09:00:00 29/08/2012,     124.721,         0.0
09:00:00 30/08/2012,     124.716,         0.0
09:00:00 31/08/2012,     124.702,         0.0
09:00:00 01/09/2012,     124.731,         0.0
09:00:00 02/09/2012,     124.742,         0.0
09:00:00 03/09/2012,     124.748,         0.0
09:00:00 04/09/2012,     124.737,         0.0
09:00:00 05/09/2012,     124.724,         0.0
09:00:00 06/09/2012,     124.735,         0.0
09:00:00 07/09/2012,     124.734,         0.4
09:00:00 08/09/2012,     124.709,         0.2
09:00:00 09/09/2012,     124.722,         0.0
09:00:00 10/09/2012,     124.712,         0.0
09:00:00 11/09/2012,     124.698,         0.0
09:00:00 12/09/2012,     124.714,         0.0
09:00:00 13/09/2012,     124.727,         3.4
09:00:00 14/09/2012,     124.727,         0.2
09:00:00 15/09/2012,     124.737,         0.0
09:00:00 16/09/2012,     124.739,         0.0
09:00:00 17/09/2012,     124.736,         0.2
09:00:00 18/09/2012,     124.739,         7.0
09:00:00 19/09/2012,     124.762,         5.6
09:00:00 20/09/2012,     124.782,         0.8
09:00:00 21/09/2012,     124.790,         0.0
09:00:00 22/09/2012,     124.783,         0.0
09:00:00 23/09/2012,     124.789,         0.0
09:00:00 24/09/2012,     124.745,         0.0
09:00:00 25/09/2012,     124.726,         0.0
09:00:00 26/09/2012,     124.721,         0.0
09:00:00 27/09/2012,     124.717,         0.0
09:00:00 28/09/2012,     124.723,         0.0
09:00:00 29/09/2012,     124.725,         0.6
09:00:00 30/09/2012,     124.741,         0.0
09:00:00 01/10/2012,     124.783,         0.0
09:00:00 02/10/2012,     124.822,         0.0
09:00:00 03/10/2012,     124.870,         0.0
09:00:00 04/10/2012,     124.878,         0.0
09:00:00 05/10/2012,     124.848,         0.0
09:00:00 06/10/2012,     124.816,         2.4
09:00:00 07/10/2012,     124.811,          32
09:00:00 08/10/2012,     124.808,         0.0
09:00:00 09/10/2012,     124.775,         0.0
09:00:00 10/10/2012,     124.750,         0.0
09:00:00 11/10/2012,     124.780,         0.0
09:00:00 12/10/2012,     124.834,         6.6
09:00:00 13/10/2012,     124.860,         0.0
09:00:00 14/10/2012,     124.877,         0.0
09:00:00 15/10/2012,     124.867,         0.0
09:00:00 16/10/2012,     124.835,         0.0
09:00:00 17/10/2012,     124.785,         0.4
09:00:00 18/10/2012,     124.767,         0.0
09:00:00 19/10/2012,     124.747,         0.0
09:00:00 20/10/2012,     124.722,         0.0
09:00:00 21/10/2012,     124.732,         0.0
09:00:00 22/10/2012,     124.752,         0.0
09:00:00 23/10/2012,     124.780,         0.0
09:00:00 24/10/2012,     124.776,         0.0
09:00:00 25/10/2012,     124.751,         0.0
09:00:00 26/10/2012,     124.706,         0.0
09:00:00 27/10/2012,     124.683,         0.0
09:00:00 28/10/2012,     124.694,         0.0
09:00:00 29/10/2012,     124.748,         0.0
09:00:00 30/10/2012,     124.800,         0.0
09:00:00 31/10/2012,     124.852,         0.0
09:00:00 01/11/2012,     124.888,         0.0
09:00:00 02/11/2012,     124.902,         0.0
09:00:00 03/11/2012,     124.920,         0.0
09:00:00 04/11/2012,     124.923,         0.0
09:00:00 05/11/2012,     124.902,         0.0
09:00:00 06/11/2012,     124.871,         0.0
09:00:00 07/11/2012,     124.829,          11
09:00:00 08/11/2012,     124.799,         1.2
09:00:00 09/11/2012,     124.765,         0.0
09:00:00 10/11/2012,     124.734,         0.0
09:00:00 11/11/2012,     124.730,         0.0
09:00:00 12/11/2012,     124.726,         0.0
09:00:00 13/11/2012,     124.707,         0.0
09:00:00 14/11/2012,     124.736,         0.0
09:00:00 15/11/2012,     124.753,         0.0
09:00:00 16/11/2012,     124.739,         0.0
09:00:00 17/11/2012,     124.707,         0.0
09:00:00 18/11/2012,     124.698,         0.0
09:00:00 19/11/2012,     124.692,         0.0
09:00:00 20/11/2012,     124.735,         0.0
09:00:00 21/11/2012,     124.765,         0.0
09:00:00 22/11/2012,     124.761,         0.0
09:00:00 23/11/2012,     124.794,         0.0
09:00:00 24/11/2012,     124.811,         0.0
09:00:00 25/11/2012,     124.802,         0.0
09:00:00 26/11/2012,     124.784,         0.0
09:00:00 27/11/2012,     124.778,         0.2
09:00:00 28/11/2012,     124.772,         0.4
09:00:00 29/11/2012,     124.763,         0.0
09:00:00 30/11/2012,     124.758,         0.0
09:00:00 01/12/2012,     124.759,         6.8
09:00:00 02/12/2012,     124.752,         0.0
09:00:00 03/12/2012,     124.744,         0.0
09:00:00 04/12/2012,     124.717,         0.0
09:00:00 05/12/2012,     124.693,         0.0
09:00:00 06/12/2012,     124.706,         0.0
09:00:00 07/12/2012,     124.722,         0.0
09:00:00 08/12/2012,     124.745,         0.0
