"Time","FLOWTOSA"
"and",400.00
"Date","Discharge (ML/Day)"
"","Mean"
09:00:00 10/11/2018,        6073
09:00:00 11/11/2018,        5619
09:00:00 12/11/2018,        5795
09:00:00 13/11/2018,        5601
09:00:00 14/11/2018,        5394
09:00:00 15/11/2018,        5394
09:00:00 16/11/2018,        5547
09:00:00 17/11/2018,        5701
09:00:00 18/11/2018,        5678
09:00:00 19/11/2018,        5610
09:00:00 20/11/2018,        5556
09:00:00 21/11/2018,        5627
09:00:00 22/11/2018,        5931
09:00:00 23/11/2018,        6082
09:00:00 24/11/2018,        6066
09:00:00 25/11/2018,        6177
09:00:00 26/11/2018,        6069
09:00:00 27/11/2018,        6014
09:00:00 28/11/2018,        6446
09:00:00 29/11/2018,        7143
09:00:00 30/11/2018,        7758
09:00:00 01/12/2018,        7953
09:00:00 02/12/2018,        7966
09:00:00 03/12/2018,        7918
09:00:00 04/12/2018,        7685
09:00:00 05/12/2018,        7308
09:00:00 06/12/2018,        7239
09:00:00 07/12/2018,        7321
09:00:00 08/12/2018,        7140
09:00:00 09/12/2018,        7036
09:00:00 10/12/2018,        7299
09:00:00 11/12/2018,        7409
09:00:00 12/12/2018,        7206
09:00:00 13/12/2018,        7777
09:00:00 14/12/2018,        7683
09:00:00 15/12/2018,        7080
09:00:00 16/12/2018,        7157
09:00:00 17/12/2018,        7141
09:00:00 18/12/2018,        6985
09:00:00 19/12/2018,        6994
09:00:00 20/12/2018,        7206
09:00:00 21/12/2018,        7682
09:00:00 22/12/2018,        9393
09:00:00 23/12/2018,       10614
09:00:00 24/12/2018,       10328
09:00:00 25/12/2018,       10192
09:00:00 26/12/2018,       10222
09:00:00 27/12/2018,       10204
09:00:00 28/12/2018,       10992
09:00:00 29/12/2018,       11700
09:00:00 30/12/2018,       11752
09:00:00 31/12/2018,       11916
09:00:00 01/01/2019,       12071
09:00:00 02/01/2019,       11921
09:00:00 03/01/2019,       11136
09:00:00 04/01/2019,       10582
09:00:00 05/01/2019,       10367
09:00:00 06/01/2019,       10175
09:00:00 07/01/2019,       10399
09:00:00 08/01/2019,       10092
09:00:00 09/01/2019,        9421
09:00:00 10/01/2019,        9146
09:00:00 11/01/2019,        9190
09:00:00 12/01/2019,        8975
09:00:00 13/01/2019,        8706
09:00:00 14/01/2019,        8828
09:00:00 15/01/2019,        8579
09:00:00 16/01/2019,        8171
09:00:00 17/01/2019,        7780
09:00:00 18/01/2019,        7485
09:00:00 19/01/2019,        7454
09:00:00 20/01/2019,        7425
09:00:00 21/01/2019,        7401
09:00:00 22/01/2019,        7407
09:00:00 23/01/2019,        7499
09:00:00 24/01/2019,        7654
09:00:00 25/01/2019,        7660
09:00:00 26/01/2019,        7340
09:00:00 27/01/2019,        7129
09:00:00 28/01/2019,        7414
09:00:00 29/01/2019,        7663
09:00:00 30/01/2019,        7649
09:00:00 31/01/2019,        7283
09:00:00 01/02/2019,        7179
09:00:00 02/02/2019,        7458
09:00:00 03/02/2019,        7669
09:00:00 04/02/2019,        7767
09:00:00 05/02/2019,        7733
09:00:00 06/02/2019,        7778
09:00:00 07/02/2019,        7867
09:00:00 08/02/2019,        7446
09:00:00 09/02/2019,        7215
09:00:00 10/02/2019,        7329
09:00:00 11/02/2019,        7627
09:00:00 12/02/2019,        7956
09:00:00 13/02/2019,        7884
09:00:00 14/02/2019,        7796
09:00:00 15/02/2019,        7997
09:00:00 16/02/2019,        7988
09:00:00 17/02/2019,        7850
09:00:00 18/02/2019,        7914
09:00:00 19/02/2019,        7948
09:00:00 20/02/2019,        8070
09:00:00 21/02/2019,        8371
09:00:00 22/02/2019,        8780
09:00:00 23/02/2019,        8852
09:00:00 24/02/2019,        8728
09:00:00 25/02/2019,        8733
09:00:00 26/02/2019,        8986
09:00:00 27/02/2019,        9307
09:00:00 28/02/2019,        9485
09:00:00 01/03/2019,""
